                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                0.90531,                  1.244,                 1.5004,                0.63373,                0.76928,                0.75863,                0.66637,                0.55271,                 1.1284,                 1.1638,             0.00092825,             0.00092825,             0.00092825
                     80,                0.84717,                 1.2141,                 1.4486,                0.73626,                0.87078,                 0.8263,                 0.7037,                0.53961,                0.86286,                 1.1596,             0.00092413,             0.00092413,             0.00092413
                     81,                0.85242,                 1.1861,                   1.45,                0.47471,                0.92514,                0.75826,                0.66465,                0.56199,                 1.1365,                 1.1535,                0.00092,                0.00092,                0.00092
                     82,                0.89818,                 1.1435,                 1.4556,                0.55504,                0.81307,                0.72998,                0.63775,                0.53441,                 1.0929,                 1.1612,             0.00091588,             0.00091588,             0.00091588
                     83,                0.85185,                 1.1773,                 1.4476,                 0.5525,                0.59031,                0.48508,                0.42594,                0.56834,                 2.3334,                 1.2013,             0.00091175,             0.00091175,             0.00091175
                     84,                0.88294,                 1.1423,                 1.4647,                0.78318,                0.75295,                0.81855,                0.67546,                0.61629,                0.92008,                 1.2056,             0.00090763,             0.00090763,             0.00090763
                     85,                0.88563,                  1.157,                 1.4938,                0.58468,                    0.7,                 0.6758,                0.56367,                0.66373,                 1.2247,                 1.1816,              0.0009035,              0.0009035,              0.0009035
                     86,                0.84617,                 1.1269,                 1.4249,                0.57251,                  0.625,                0.67158,                0.57742,                 0.5284,                   1.43,                 1.1535,             0.00089938,             0.00089938,             0.00089938
                     87,                0.89527,                 1.1809,                 1.4986,                0.62885,                  0.825,                0.78303,                0.65429,                0.60123,                 1.0316,                 1.1896,             0.00089525,             0.00089525,             0.00089525
                     88,                 0.8624,                 1.2093,                 1.4257,                0.61543,                0.86649,                 0.8334,                0.70676,                  0.651,                0.85826,                 1.2032,             0.00089112,             0.00089112,             0.00089112
                     89,                0.86291,                 1.1251,                  1.486,                0.53306,                0.92182,                0.81325,                0.71828,                0.50983,                 1.0328,                 1.1584,               0.000887,               0.000887,               0.000887
                     90,                0.86962,                 1.1876,                 1.4236,                0.63867,                0.69555,                0.79448,                0.67979,                0.56194,                 1.4086,                 1.2335,             0.00088288,             0.00088288,             0.00088288
                     91,                0.86951,                 1.1356,                 1.4604,                0.64524,                0.80597,                 0.8423,                0.73418,                0.50757,                  1.053,                 1.1436,             0.00087875,             0.00087875,             0.00087875
                     92,                0.82838,                 1.1072,                 1.4028,                0.57277,                0.90251,                0.80284,                0.69824,                0.51586,                 1.0611,                 1.1606,             0.00087462,             0.00087462,             0.00087462
                     93,                0.83511,                 1.0961,                 1.4211,                0.57471,                0.84458,                0.86338,                0.77254,                0.47598,                0.92614,                 1.1589,              0.0008705,              0.0008705,              0.0008705
                     94,                0.85199,                 1.1142,                 1.4064,                0.47457,                0.83596,                0.68079,                0.61098,                0.46622,                 1.3594,                 1.1179,             0.00086637,             0.00086637,             0.00086637
                     95,                0.79869,                  1.073,                 1.3925,                0.72447,                0.84471,                0.79848,                0.73556,                0.42117,                0.91602,                 1.0825,             0.00086225,             0.00086225,             0.00086225
                     96,                0.78207,                 1.0561,                 1.3709,                0.58771,                0.88536,                0.74725,                 0.6601,                0.51732,                 1.0178,                 1.1333,             0.00085813,             0.00085813,             0.00085813
                     97,                0.77966,                 1.0406,                 1.3674,                0.59196,                0.83579,                0.80599,                 0.6981,                0.52467,                 1.0333,                 1.1203,               0.000854,               0.000854,               0.000854
                     98,                0.88153,                 1.0987,                  1.459,                0.51464,                  0.775,                0.66038,                0.60361,                0.43521,                 1.4667,                 1.0784,             0.00084988,             0.00084988,             0.00084988
                     99,                0.80555,                 1.0856,                 1.3801,                0.68347,                0.81279,                0.81696,                0.73155,                 0.4447,                0.90111,                 1.0507,             0.00084575,             0.00084575,             0.00084575
                    100,                0.81748,                 1.1122,                 1.4109,                0.48706,                0.85533,                0.61904,                0.54548,                 0.4742,                 1.4359,                 1.0729,             0.00084162,             0.00084162,             0.00084162
                    101,                 0.7678,                 1.0833,                 1.3515,                0.62893,                   0.85,                0.80846,                0.73125,                 0.3961,                 1.0604,                 1.0578,              0.0008375,              0.0008375,              0.0008375
                    102,                0.89697,                 1.2037,                 1.4408,                0.66432,                  0.825,                0.79205,                0.70544,                0.44491,                0.86749,                 1.0694,             0.00083337,             0.00083337,             0.00083337
                    103,                0.77775,                 1.0711,                 1.3291,                0.75286,                0.80245,                0.83688,                0.74568,                0.47277,                 0.9043,                 1.0697,             0.00082925,             0.00082925,             0.00082925
                    104,                0.74851,                 1.0824,                 1.3387,                0.48365,                0.92783,                0.76097,                0.68493,                0.45857,                 1.2638,                 1.0848,             0.00082513,             0.00082513,             0.00082513
                    105,                0.75867,                 1.0694,                 1.3368,                0.56319,                0.68022,                0.75391,                 0.6687,                0.44186,                 1.2819,                 1.0773,               0.000821,               0.000821,               0.000821
                    106,                0.78336,                 1.0904,                 1.3695,                0.57564,                   0.85,                0.80874,                0.71072,                0.50544,                  1.041,                 1.1382,             0.00081688,             0.00081688,             0.00081688
                    107,                 0.8003,                 1.0441,                 1.3428,                0.75363,                0.91721,                0.88187,                0.81065,                0.39134,                0.73807,                 1.0811,             0.00081275,             0.00081275,             0.00081275
                    108,                0.79896,                 1.0674,                 1.3899,                 0.6322,                0.86512,                0.85086,                0.76241,                0.44033,                0.86801,                 1.0574,             0.00080863,             0.00080863,             0.00080863
                    109,                0.81705,                   1.05,                 1.3612,                0.69634,                    0.8,                0.82426,                0.73607,                0.45269,                0.90805,                 1.0763,              0.0008045,              0.0008045,              0.0008045
                    110,                0.79964,                 1.0274,                 1.3781,                0.71516,                0.84539,                0.83635,                 0.7577,                0.40318,                0.80531,                  1.039,             0.00080038,             0.00080038,             0.00080038
                    111,                0.76631,                0.98463,                 1.3566,                0.78607,                0.73998,                0.80037,                 0.7114,                0.40905,                  0.932,                 1.0436,             0.00079625,             0.00079625,             0.00079625
                    112,                 0.7605,                 1.0769,                 1.3397,                0.72894,                 0.8335,                0.83682,                0.72448,                0.47346,                0.79356,                 1.0739,             0.00079213,             0.00079213,             0.00079213
                    113,                0.73234,                0.99887,                 1.3082,                0.70547,                  0.925,                0.83737,                0.76232,                0.42178,                0.71655,                  1.058,               0.000788,               0.000788,               0.000788
                    114,                0.76839,                0.95993,                 1.3502,                0.66447,                0.82267,                0.80413,                0.72581,                0.40836,                0.79289,                 1.0428,             0.00078387,             0.00078387,             0.00078387
                    115,                0.75043,                0.95816,                 1.3143,                0.82883,                0.81302,                0.84844,                0.76934,                0.41529,                0.68601,                 1.0545,             0.00077975,             0.00077975,             0.00077975
                    116,                0.76567,                0.94784,                 1.3633,                0.66592,                0.80781,                0.80605,                 0.7195,                0.50668,                 1.1834,                 1.1349,             0.00077563,             0.00077563,             0.00077563
                    117,                0.80115,                0.93787,                 1.3891,                0.70451,                0.80876,                 0.8468,                0.77469,                0.41477,                0.93166,                 1.0754,              0.0007715,              0.0007715,              0.0007715
                    118,                0.79965,                0.98763,                   1.36,                0.68259,                  0.807,                0.77061,                0.69789,                0.38894,                  1.072,                  1.066,             0.00076738,             0.00076738,             0.00076738
                    119,                0.71843,                0.98641,                 1.3102,                0.73098,                  0.825,                0.80596,                0.74277,                0.39192,                0.89931,                  1.021,             0.00076325,             0.00076325,             0.00076325
                    120,                0.73823,                 0.9654,                 1.3332,                0.72406,                0.82118,                0.85556,                0.78553,                0.42223,                0.75959,                 1.0522,             0.00075912,             0.00075912,             0.00075912
                    121,                0.72801,                0.99504,                 1.3169,                 0.6181,                0.89166,                0.80356,                0.75173,                0.36641,                0.91397,                 1.0149,               0.000755,               0.000755,               0.000755
                    122,                0.73625,                0.95338,                 1.3578,                 0.8225,                0.86803,                0.89256,                0.81617,                0.39346,                0.64002,                 1.0283,             0.00075088,             0.00075088,             0.00075088
                    123,                0.70438,                 0.9183,                 1.3088,                0.78969,                0.83442,                0.88063,                 0.8038,                0.41822,                0.62145,                 1.0377,             0.00074675,             0.00074675,             0.00074675
                    124,                0.68774,                0.94067,                 1.3041,                0.49429,                0.88586,                0.71356,                0.65059,                0.42153,                 1.1927,                 1.0287,             0.00074263,             0.00074263,             0.00074263
                    125,                0.71302,                0.90392,                 1.3199,                0.73431,                0.80646,                 0.8489,                0.77637,                0.41242,                0.74736,                 1.0204,              0.0007385,              0.0007385,              0.0007385
                    126,                0.73011,                0.94655,                 1.2928,                0.67055,                0.78864,                0.80733,                0.72846,                0.45022,                0.86812,                  1.045,             0.00073437,             0.00073437,             0.00073437
                    127,                0.72798,                0.95894,                 1.2993,                0.82428,                0.73197,                0.83315,                0.75853,                0.42512,                0.90493,                 1.0344,             0.00073025,             0.00073025,             0.00073025
                    128,                0.72283,                0.92973,                 1.3335,                0.68903,                0.79953,                0.80029,                0.75133,                0.35713,                0.90186,                 1.0009,             0.00072612,             0.00072612,             0.00072612
                    129,                0.73028,                0.92806,                 1.3071,                 0.6038,                0.79951,                0.74974,                 0.6953,                0.38706,                 1.2697,                 1.0339,               0.000722,               0.000722,               0.000722
                    130,                0.73952,                0.98087,                 1.3014,                0.69842,                0.80546,                0.83896,                0.78845,                0.36493,                0.83957,                 1.0114,             0.00071788,             0.00071788,             0.00071788
                    131,                0.73672,                0.92169,                 1.2803,                0.75735,                0.89595,                0.85698,                0.77597,                0.39571,                0.69782,                 1.0213,             0.00071375,             0.00071375,             0.00071375
                    132,                0.67925,                 0.9037,                 1.2426,                0.75883,                0.89487,                0.87817,                0.80398,                0.42836,                0.67461,                 1.0302,             0.00070962,             0.00070962,             0.00070962
                    133,                0.78121,                0.91696,                 1.3544,                0.64643,                  0.825,                0.81747,                0.74777,                0.41243,                0.96117,                 1.0333,              0.0007055,              0.0007055,              0.0007055
                    134,                0.69925,                0.88445,                  1.269,                0.63938,                0.84949,                 0.7961,                0.74311,                 0.3795,                0.89427,                 1.0162,             0.00070137,             0.00070137,             0.00070137
                    135,                0.71347,                0.88032,                 1.3044,                0.72913,                0.85881,                0.80859,                0.72448,                0.51541,                0.79594,                 1.0856,             0.00069725,             0.00069725,             0.00069725
                    136,                0.71854,                0.86633,                 1.2844,                0.74298,                0.87502,                0.86746,                0.79581,                0.37069,                0.72205,                 1.0208,             0.00069313,             0.00069313,             0.00069313
                    137,                0.69326,                0.90954,                 1.2771,                0.68573,                    0.9,                0.84827,                0.77152,                0.39704,                0.80849,                  1.024,               0.000689,               0.000689,               0.000689
                    138,                0.68592,                0.87418,                 1.2688,                 0.5694,                  0.825,                 0.7156,                0.65877,                0.37384,                 1.1609,                 1.0032,             0.00068488,             0.00068488,             0.00068488
                    139,                0.69485,                0.89108,                  1.272,                0.65341,                0.94734,                0.88396,                0.82289,                0.37654,                0.80186,                 0.9936,             0.00068075,             0.00068075,             0.00068075
                    140,                0.72533,                0.86359,                 1.2923,                0.67569,                0.91104,                0.90021,                0.83532,                0.37745,                 0.7187,                0.99513,             0.00067663,             0.00067663,             0.00067663
                    141,                0.68946,                0.90691,                 1.2466,                0.69086,                    0.9,                0.88244,                0.81068,                0.40579,                0.77594,                 1.0195,              0.0006725,              0.0006725,              0.0006725
                    142,                0.65707,                0.83104,                 1.2549,                0.85426,                0.90997,                 0.9018,                0.83893,                0.37236,                0.61639,                0.98297,             0.00066838,             0.00066838,             0.00066838
                    143,                0.65324,                0.82914,                 1.2345,                0.56359,                0.94788,                0.75206,                0.69403,                0.34879,                 1.1961,                 0.9624,             0.00066425,             0.00066425,             0.00066425
                    144,                0.73854,                0.85057,                 1.3027,                0.71375,                0.90178,                0.83829,                0.75889,                0.41111,                0.85906,                0.99564,             0.00066013,             0.00066013,             0.00066013
                    145,                0.67662,                0.85094,                 1.2765,                0.77996,                0.86979,                0.87256,                0.81102,                0.39299,                0.68396,                 0.9801,               0.000656,               0.000656,               0.000656
                    146,                0.67112,                0.84523,                 1.2519,                0.72797,                0.79612,                0.84371,                0.77877,                0.38584,                0.84009,                0.99345,             0.00065188,             0.00065188,             0.00065188
                    147,                0.66593,                0.83735,                 1.2617,                0.69345,                0.87817,                0.88145,                0.81929,                0.41557,                0.71554,                 1.0119,             0.00064775,             0.00064775,             0.00064775
                    148,                0.71559,                0.84706,                 1.2749,                0.62249,                0.92192,                0.83562,                 0.7818,                0.36347,                0.77942,                0.98376,             0.00064362,             0.00064362,             0.00064362
                    149,                0.68459,                0.83491,                  1.253,                0.74326,                0.94526,                0.87541,                0.81679,                0.33479,                0.63564,                0.96325,              0.0006395,              0.0006395,              0.0006395
                    150,                0.66858,                0.80529,                 1.2479,                0.66469,                  0.875,                0.82092,                0.76621,                0.36172,                  1.138,                0.96442,             0.00063538,             0.00063538,             0.00063538
                    151,                0.70448,                0.81508,                 1.2909,                0.71761,                0.89443,                 0.8804,                0.80214,                0.47827,                0.79031,                 1.0263,             0.00063125,             0.00063125,             0.00063125
