                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     75,                0.90041,                 1.3142,                 1.4837,                0.52057,                0.76097,                0.65827,                0.55739,                0.50719,                 1.0998,                 1.1775,             0.00094475,             0.00094475,             0.00094475
                     76,                0.87056,                 1.3395,                 1.4707,                0.41878,                0.88836,                0.70842,                0.61143,                0.51866,                 1.1191,                 1.1788,             0.00094062,             0.00094062,             0.00094062
                     77,                0.91239,                 1.3131,                 1.5106,                0.55241,                 0.8499,                0.77478,                0.65418,                0.57965,                 1.0651,                 1.2024,              0.0009365,              0.0009365,              0.0009365
                     78,                0.84456,                 1.2265,                 1.4389,                 0.6382,                0.82367,                 0.7865,                0.67738,                0.49397,                 1.1033,                 1.1673,             0.00093238,             0.00093238,             0.00093238
                     79,                0.84521,                  1.239,                 1.4284,                0.58177,                0.81635,                0.69272,                0.57172,                0.57397,                 1.0828,                 1.2155,             0.00092825,             0.00092825,             0.00092825
                     80,                0.84187,                 1.2647,                 1.4269,                0.69435,                0.74802,                0.69562,                0.61113,                0.46993,                 1.1475,                 1.1548,             0.00092413,             0.00092413,             0.00092413
                     81,                0.80201,                   1.22,                  1.396,                0.71311,                0.72135,                0.76098,                 0.6535,                0.48834,                 1.0568,                 1.1456,                0.00092,                0.00092,                0.00092
                     82,                0.85682,                 1.3012,                 1.4452,                0.59758,                0.78378,                0.72706,                0.59816,                0.54859,                 1.0105,                  1.218,             0.00091588,             0.00091588,             0.00091588
                     83,                0.89276,                 1.2282,                 1.4483,                0.61615,                  0.725,                0.74553,                0.62512,                 0.5541,                 1.0263,                 1.2189,             0.00091175,             0.00091175,             0.00091175
                     84,                0.89848,                 1.2525,                 1.4601,                0.55289,                0.72547,                0.73033,                0.61034,                0.55358,                  1.074,                 1.2014,             0.00090763,             0.00090763,             0.00090763
                     85,                0.83269,                 1.2272,                 1.4278,                0.69335,                0.61444,                 0.6611,                0.55099,                 0.7144,                 1.3083,                 1.3456,              0.0009035,              0.0009035,              0.0009035
                     86,                0.85505,                 1.2538,                 1.4404,                0.48726,                0.83839,                0.70848,                0.61721,                 0.4723,                 1.0468,                 1.2036,             0.00089938,             0.00089938,             0.00089938
                     87,                0.91462,                 1.2369,                 1.4829,                0.46105,                0.82561,                  0.719,                 0.6405,                0.53889,                 1.1252,                 1.2416,             0.00089525,             0.00089525,             0.00089525
                     88,                0.85357,                 1.2881,                 1.4071,                0.51946,                0.85544,                0.74736,                0.63231,                0.57024,                 1.0637,                 1.2518,             0.00089112,             0.00089112,             0.00089112
                     89,                0.83788,                 1.2607,                 1.4153,                0.65996,                0.89042,                0.76293,                0.66197,                0.55517,                0.92554,                 1.1855,               0.000887,               0.000887,               0.000887
                     90,                 0.8085,                 1.1894,                 1.3837,                0.72398,                0.77466,                0.76193,                0.67364,                 0.4738,                0.92427,                 1.1498,             0.00088288,             0.00088288,             0.00088288
                     91,                0.84593,                 1.1673,                 1.4137,                0.61795,                0.83988,                0.74393,                0.65233,                0.47741,                 0.8942,                 1.1541,             0.00087875,             0.00087875,             0.00087875
                     92,                 0.8026,                 1.1073,                 1.4198,                0.60407,                0.87124,                0.73162,                0.64419,                0.51737,                0.95038,                 1.1772,             0.00087462,             0.00087462,             0.00087462
                     93,                0.84862,                 1.2491,                 1.3855,                0.70477,                  0.775,                0.78316,                0.69391,                0.46698,                0.89478,                 1.1427,              0.0008705,              0.0008705,              0.0008705
                     94,                0.84063,                 1.1652,                 1.4173,                0.62793,                0.82207,                 0.7367,                0.62363,                0.53133,                 1.0634,                 1.1489,             0.00086637,             0.00086637,             0.00086637
                     95,                0.78009,                 1.2072,                 1.3574,                0.68798,                    0.9,                0.78922,                0.67047,                0.51554,                 1.0157,                 1.1169,             0.00086225,             0.00086225,             0.00086225
                     96,                0.76192,                 1.1261,                   1.35,                0.61208,                0.68487,                0.68555,                0.58238,                0.48782,                 1.3727,                 1.1334,             0.00085813,             0.00085813,             0.00085813
                     97,                0.78279,                 1.0963,                 1.4006,                0.40195,                0.86292,                0.69414,                0.58117,                 0.6119,                 1.3661,                  1.238,               0.000854,               0.000854,               0.000854
                     98,                0.80386,                 1.1394,                  1.353,                0.56998,                0.70906,                0.78312,                0.69666,                 0.4736,                 1.2583,                   1.17,             0.00084988,             0.00084988,             0.00084988
                     99,                0.78784,                 1.1169,                 1.3432,                0.57497,                  0.725,                0.72237,                0.64907,                0.42308,                 1.0734,                 1.1205,             0.00084575,             0.00084575,             0.00084575
                    100,                0.84172,                  1.153,                 1.3778,                0.58388,                   0.85,                0.73738,                0.63891,                 0.5677,                0.93603,                 1.2019,             0.00084162,             0.00084162,             0.00084162
                    101,                0.75353,                 1.1082,                 1.3441,                0.54461,                   0.95,                0.74762,                 0.6644,                0.43711,                0.95651,                 1.0992,              0.0008375,              0.0008375,              0.0008375
                    102,                0.76306,                 1.0671,                 1.3524,                0.34349,                0.74872,                0.46404,                0.41111,                0.54881,                 1.9836,                  1.165,             0.00083337,             0.00083337,             0.00083337
                    103,                0.81726,                 1.1553,                 1.3689,                 0.6009,                0.78996,                0.82288,                0.71507,                0.47285,                0.93063,                 1.1526,             0.00082925,             0.00082925,             0.00082925
                    104,                0.80466,                 1.1304,                 1.3514,                0.74621,                0.79159,                0.81022,                0.74649,                0.42968,                0.89828,                 1.0869,             0.00082513,             0.00082513,             0.00082513
                    105,                0.75182,                 1.1219,                 1.3796,                0.74865,                  0.775,                0.80044,                0.73165,                0.47165,                0.91546,                  1.091,               0.000821,               0.000821,               0.000821
                    106,                0.73755,                 1.2058,                 1.3371,                0.77974,                0.71127,                0.84492,                0.76581,                0.40987,                0.97621,                 1.1012,             0.00081688,             0.00081688,             0.00081688
                    107,                 0.7561,                 1.0972,                 1.3278,                0.67438,                0.84395,                0.76555,                 0.6623,                0.52471,                0.96295,                 1.1835,             0.00081275,             0.00081275,             0.00081275
                    108,                0.80416,                 1.1233,                 1.3737,                0.74787,                0.67112,                0.78879,                0.71179,                0.43762,                 1.0851,                 1.1167,             0.00080863,             0.00080863,             0.00080863
                    109,                0.73455,                 1.1133,                 1.3426,                0.62865,                0.87135,                0.79767,                0.70997,                0.45471,                 1.0236,                 1.1147,              0.0008045,              0.0008045,              0.0008045
                    110,                 0.7565,                 1.0609,                 1.3232,                0.48298,                0.93913,                0.73244,                 0.6375,                0.51972,                 1.1582,                 1.1411,             0.00080038,             0.00080038,             0.00080038
                    111,                 0.7294,                 1.0061,                 1.3295,                0.43748,                0.88652,                0.69042,                0.60244,                0.48715,                  1.367,                 1.1249,             0.00079625,             0.00079625,             0.00079625
                    112,                 0.7444,                  1.071,                 1.3121,                0.76518,                0.79337,                0.82009,                0.73192,                0.40614,                0.93726,                 1.0905,             0.00079213,             0.00079213,             0.00079213
                    113,                 0.7218,                 1.0736,                 1.3071,                0.57211,                0.83597,                0.76886,                0.67593,                0.45384,                 1.5119,                 1.1198,               0.000788,               0.000788,               0.000788
                    114,                0.75394,                 1.0611,                 1.3111,                0.61315,                    0.8,                0.76924,                0.69514,                0.40698,                 1.2119,                 1.0894,             0.00078387,             0.00078387,             0.00078387
                    115,                0.79105,                 1.0813,                 1.3432,                0.76002,                   0.85,                 0.8327,                0.77454,                0.40176,                0.87479,                 1.0753,             0.00077975,             0.00077975,             0.00077975
                    116,                0.77938,                 1.0933,                 1.3244,                0.67427,                0.86094,                0.77947,                0.69335,                0.46828,                 0.9864,                 1.1105,             0.00077563,             0.00077563,             0.00077563
                    117,                0.75787,                 1.0935,                 1.3232,                 0.7029,                0.92147,                 0.8523,                0.77045,                0.41797,                0.78789,                 1.0801,              0.0007715,              0.0007715,              0.0007715
                    118,                0.73699,                 1.0631,                 1.3186,                0.82638,                0.82268,                0.86794,                0.80006,                 0.3851,                0.71761,                 1.0538,             0.00076738,             0.00076738,             0.00076738
                    119,                0.72204,                0.98252,                 1.3109,                0.84738,                0.82492,                0.87033,                0.79184,                0.41574,                0.68507,                 1.0821,             0.00076325,             0.00076325,             0.00076325
                    120,                 0.7669,                0.99064,                 1.3292,                0.60847,                  0.825,                0.83983,                0.75848,                0.44467,                0.81211,                 1.1149,             0.00075912,             0.00075912,             0.00075912
                    121,                0.69611,                0.97868,                 1.2712,                0.51741,                0.76436,                0.73714,                 0.6783,                0.42734,                 1.2497,                 1.1027,               0.000755,               0.000755,               0.000755
                    122,                0.69596,                0.97729,                 1.2879,                0.69913,                0.71311,                0.78359,                0.70559,                0.44196,                0.94498,                 1.0877,             0.00075088,             0.00075088,             0.00075088
                    123,                 0.7454,                0.99354,                 1.3323,                0.65462,                0.84886,                0.80829,                0.72715,                0.45731,                0.85068,                 1.0976,             0.00074675,             0.00074675,             0.00074675
                    124,                0.67825,                0.94393,                 1.2507,                0.51943,                0.79516,                0.75174,                 0.6703,                0.42952,                 1.3064,                 1.0514,             0.00074263,             0.00074263,             0.00074263
                    125,                0.71579,                 1.0159,                 1.3139,                0.63844,                 0.8011,                0.85809,                0.78501,                0.39197,                  0.885,                 1.0523,              0.0007385,              0.0007385,              0.0007385
                    126,                0.70415,                0.97445,                 1.2785,                0.75601,                   0.85,                0.87884,                0.80117,                0.42691,                0.78127,                 1.0797,             0.00073437,             0.00073437,             0.00073437
                    127,                 0.7067,                0.96364,                 1.2841,                0.64728,                0.92454,                0.83988,                0.77853,                0.38937,                 0.8449,                 1.0311,             0.00073025,             0.00073025,             0.00073025
                    128,                0.73427,                0.96842,                 1.2793,                0.77822,                0.86483,                0.84102,                 0.7671,                0.37531,                0.82346,                 1.0321,             0.00072612,             0.00072612,             0.00072612
                    129,                0.68549,                0.98112,                 1.2665,                0.82248,                0.84604,                0.87807,                0.78976,                0.45982,                0.67656,                 1.1044,               0.000722,               0.000722,               0.000722
                    130,                 0.7122,                0.95575,                 1.2746,                0.82888,                0.88264,                0.90356,                  0.818,                0.41104,                0.69219,                 1.0905,             0.00071788,             0.00071788,             0.00071788
                    131,                0.72806,                0.96433,                 1.3271,                0.78222,                0.85663,                0.86795,                0.78063,                0.44383,                0.82927,                 1.0746,             0.00071375,             0.00071375,             0.00071375
                    132,                0.73177,                 1.0485,                 1.2776,                0.64452,                 0.8292,                0.77278,                0.70834,                0.43206,                0.92018,                 1.0592,             0.00070962,             0.00070962,             0.00070962
