                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    132,                0.70381,                0.92136,                 1.2507,                0.86928,                0.73984,                0.80664,                0.74329,                 0.4095,                  1.143,                0.99319,             0.00070962,             0.00070962,             0.00070962
                    133,                0.80592,                0.95214,                 1.3512,                0.74181,                  0.762,                 0.8394,                0.76333,                0.45112,                 1.0865,                 1.0171,              0.0007055,              0.0007055,              0.0007055
                    134,                0.69823,                0.86727,                 1.2401,                0.79993,                0.77693,                0.84743,                0.80165,                0.34303,                 0.8152,                0.95326,             0.00070137,             0.00070137,             0.00070137
                    135,                0.74727,                0.93568,                 1.3108,                0.71513,                0.73672,                0.79821,                 0.7615,                0.36996,                 1.3729,                0.95086,             0.00069725,             0.00069725,             0.00069725
                    136,                0.67604,                 0.9232,                 1.2538,                0.90456,                0.87681,                0.91014,                0.85913,                0.32234,                0.66618,                0.95265,             0.00069313,             0.00069313,             0.00069313
                    137,                0.68991,                0.92116,                  1.262,                0.69635,                  0.925,                0.86476,                0.82602,                 0.3254,                0.97105,                0.94605,               0.000689,               0.000689,               0.000689
                    138,                0.67759,                0.88351,                   1.23,                0.75494,                   0.95,                0.87217,                0.81733,                0.31617,                0.67084,                0.92611,             0.00068488,             0.00068488,             0.00068488
                    139,                0.70521,                0.88623,                 1.2823,                0.87583,                 0.7687,                0.87445,                0.81024,                0.34732,                0.75211,                0.93197,             0.00068075,             0.00068075,             0.00068075
                    140,                0.73176,                0.87395,                 1.2875,                0.92292,                0.86824,                0.92995,                0.88846,                0.34083,                0.56971,                0.94339,             0.00067663,             0.00067663,             0.00067663
                    141,                0.67386,                0.87836,                 1.2158,                0.79618,                0.79727,                 0.8551,                0.78075,                0.41917,                0.69377,                 0.9762,              0.0006725,              0.0006725,              0.0006725
                    142,                0.69793,                0.86354,                 1.2345,                0.89966,                0.62993,                0.86353,                0.80201,                0.37032,                0.78171,                 0.9574,             0.00066838,             0.00066838,             0.00066838
                    143,                0.67351,                0.84255,                 1.2458,                0.81746,                0.70799,                0.81226,                0.74764,                0.36063,                 1.0373,                0.94892,             0.00066425,             0.00066425,             0.00066425
                    144,                0.70215,                0.83993,                 1.2686,                0.79439,                0.77658,                0.84316,                 0.7533,                0.43027,                0.86032,                 1.0047,             0.00066013,             0.00066013,             0.00066013
                    145,                0.68074,                0.83998,                 1.2463,                0.77734,                  0.825,                0.86459,                0.77969,                0.45858,                0.85685,                 1.0204,               0.000656,               0.000656,               0.000656
                    146,                0.67982,                0.87248,                  1.257,                0.84587,                  0.825,                0.85994,                0.81078,                0.37294,                0.78605,                0.96054,             0.00065188,             0.00065188,             0.00065188
                    147,                0.70143,                0.82818,                 1.2746,                0.84184,                0.84328,                0.88476,                0.81979,                0.40195,                0.67891,                0.95428,             0.00064775,             0.00064775,             0.00064775
                    148,                0.72663,                 0.8801,                 1.2569,                0.86874,                0.85907,                0.90058,                0.85252,                0.33641,                 0.6991,                0.93362,             0.00064362,             0.00064362,             0.00064362
                    149,                0.65763,                0.83851,                 1.2204,                0.87463,                0.85152,                0.89461,                0.83741,                0.34688,                0.69153,                0.93802,              0.0006395,              0.0006395,              0.0006395
                    150,                0.66992,                0.81267,                  1.229,                0.88249,                0.81734,                0.90003,                0.84751,                0.33573,                0.77878,                0.92651,             0.00063538,             0.00063538,             0.00063538
                    151,                0.71294,                0.81328,                 1.2567,                0.91838,                  0.825,                0.91565,                 0.8644,                0.36116,                0.59137,                0.92438,             0.00063125,             0.00063125,             0.00063125
                    152,                0.70521,                0.83365,                 1.2781,                0.76506,                0.80048,                0.84396,                0.77399,                0.39983,                0.93224,                0.95637,             0.00062713,             0.00062713,             0.00062713
                    153,                0.71684,                0.83954,                 1.2573,                0.82778,                0.84236,                0.92276,                0.85897,                0.35071,                0.74245,                0.94211,               0.000623,               0.000623,               0.000623
                    154,                0.69582,                0.84493,                  1.251,                0.65724,                0.83302,                0.87623,                0.80169,                0.40078,                  1.131,                0.95922,             0.00061887,             0.00061887,             0.00061887
                    155,                0.65531,                0.81902,                 1.2343,                0.78357,                0.89048,                0.90083,                0.83309,                0.33274,                0.69133,                0.93455,             0.00061475,             0.00061475,             0.00061475
